date_time,temperature,humidity,wind_speed,wind_direction,pressure,precipitation,cloud_coverage,weather_condition,forecasted_weather,year,month,day,hour,weekday,is_weekend,season,wind_dir_label,season_encoded,wind_dir_encoded
25-01-2013,0.344262295,0.020408163,0.186813187,308,0.480406386,0.053667263,0.88,rain,rain,2013,1,25,0,4,0,Winter,NW,3,3
26-01-2013,0.324590164,0.530612245,0.450549451,7,0.213352685,0.041144902,0.65,rain,rain,2013,1,26,0,5,1,Winter,N,3,1
27-01-2013,0.280327869,0.836734694,0.450549451,78,0.879535559,0.032200358,0.11,rain,rain,2013,1,27,0,6,1,Winter,E,3,0
28-01-2013,0.278688525,0.020408163,0.307692308,26,0.631349782,0.141323792,0.39,rain,sun,2013,1,28,0,0,0,Winter,NE,3,2
29-01-2013,0.342622951,0.510204082,0.384615385,173,0.793904209,0.076923077,0.72,rain,sun,2013,1,29,0,1,0,Winter,S,3,4
30-01-2013,0.380327869,0.326530612,0.384615385,49,0.323657475,0.064400716,0.75,rain,rain,2013,1,30,0,2,0,Winter,NE,3,2
31-01-2013,0.396721311,0.795918367,0.395604396,198,0.460087083,0.053667263,0.89,rain,rain,2013,1,31,0,3,0,Winter,S,3,4
01-02-2013,0.398360656,0.653061224,0.274725275,348,0.589259797,0.005366726,0.72,rain,snow,2013,2,1,0,4,0,Winter,N,3,1
02-02-2013,0.270491803,0.163265306,0.175824176,180,0.570391872,0,0.09,drizzle,drizzle,2013,2,2,0,5,1,Winter,S,3,4
03-02-2013,0.316393443,0.857142857,0.274725275,23,0.53701016,0.041144902,0.95,rain,rain,2013,2,3,0,6,1,Winter,NE,3,2
04-02-2013,0.408196721,0.959183673,0.241758242,315,0.172714078,0,0.97,rain,rain,2013,2,4,0,0,0,Winter,NW,3,3
05-02-2013,0.398360656,0.775510204,0.516483516,45,0.24383164,0.059033989,0.47,rain,sun,2013,2,5,0,1,0,Winter,NE,3,2
06-02-2013,0.398360656,0.571428571,0.450549451,14,0.712626996,0.017889088,0.19,rain,rain,2013,2,6,0,2,0,Winter,N,3,1
07-02-2013,0.332786885,0.836734694,0.406593407,152,0.738751814,0.023255814,0.38,rain,rain,2013,2,7,0,3,0,Winter,SE,3,5
08-02-2013,0.28852459,0.510204082,0.098901099,221,0.47605225,0,0.59,sun,sun,2013,2,8,0,4,0,Winter,SW,3,6
09-02-2013,0.332786885,0.693877551,0.098901099,205,0.693759071,0.005366726,0.65,rain,rain,2013,2,9,0,5,1,Winter,SW,3,6
10-02-2013,0.298360656,1,0.175824176,272,0.343976778,0,0.64,drizzle,drizzle,2013,2,10,0,6,1,Winter,W,3,7
11-02-2013,0.332786885,0.489795918,0.10989011,235,0.377358491,0.005366726,0.5,rain,rain,2013,2,11,0,0,0,Winter,SW,3,6
12-02-2013,0.424590164,0.469387755,0.571428571,339,0.332365747,0.017889088,0.35,rain,rain,2013,2,12,0,1,0,Winter,N,3,1
13-02-2013,0.396721311,0.244897959,0.406593407,227,0.368650218,0.041144902,0.23,rain,rain,2013,2,13,0,2,0,Winter,SW,3,6
14-02-2013,0.370491803,0.12244898,0.197802198,8,0.596516691,0.017889088,0.26,rain,rain,2013,2,14,0,3,0,Winter,N,3,1
15-02-2013,0.424590164,0.714285714,0.21978022,165,0.367198839,0,0.01,drizzle,drizzle,2013,2,15,0,4,0,Winter,S,3,4
16-02-2013,0.370491803,0.897959184,0.571428571,318,0.81712627,0,0.3,rain,rain,2013,2,16,0,5,1,Winter,NW,3,3
17-02-2013,0.350819672,0.387755102,0.32967033,213,0.558780842,0,0.56,rain,rain,2013,2,17,0,6,1,Winter,SW,3,6
18-02-2013,0.316393443,0,0.164835165,116,0.648766328,0,0.77,rain,rain,2013,2,18,0,0,0,Winter,SE,3,5
19-02-2013,0.326229508,0.142857143,0.32967033,343,0.563134978,0,0.65,sun,sun,2013,2,19,0,1,0,Winter,N,3,1
20-02-2013,0.270491803,0.918367347,0.186813187,71,0.667634253,0.026833631,0.28,rain,rain,2013,2,20,0,2,0,Winter,E,3,0
21-02-2013,0.298360656,0.306122449,0.637362637,63,0.36574746,0.008944544,0.14,rain,fog,2013,2,21,0,3,0,Winter,NE,3,2
22-02-2013,0.316393443,0.265306122,0.846153846,204,0.702467344,0.168157424,0.11,rain,rain,2013,2,22,0,4,0,Winter,SW,3,6
23-02-2013,0.352459016,0.224489796,0.461538462,208,0.51233672,0.005366726,1,rain,rain,2013,2,23,0,5,1,Winter,SW,3,6
24-02-2013,0.352459016,0.448979592,0.56043956,71,0.667634253,0,0.27,rain,rain,2013,2,24,0,6,1,Winter,E,3,0
25-02-2013,0.352459016,0.285714286,0.736263736,276,0.283018868,0.041144902,0.83,rain,rain,2013,2,25,0,0,0,Winter,W,3,7
26-02-2013,0.33442623,0.551020408,0.373626374,273,0.518142235,0.008944544,0.23,rain,rain,2013,2,26,0,1,0,Winter,W,3,7
27-02-2013,0.360655738,0.673469388,0.153846154,319,0.513788099,0.082289803,0.2,rain,snow,2013,2,27,0,2,0,Winter,NW,3,3
28-02-2013,0.426229508,0.020408163,0.373626374,337,0.40203193,0.14490161,0.09,rain,rain,2013,2,28,0,3,0,Winter,NW,3,3
01-03-2013,0.552459016,0.632653061,0.549450549,94,0.53701016,0.073345259,0.77,rain,rain,2013,3,1,0,4,0,Spring,E,1,0
02-03-2013,0.43442623,0.448979592,0.450549451,165,0.715529753,0.01431127,1,rain,rain,2013,3,2,0,5,1,Spring,S,1,4
03-03-2013,0.342622951,0.428571429,0.263736264,31,0.3904209,0,0.17,sun,sun,2013,3,3,0,6,1,Spring,NE,1,2
04-03-2013,0.342622951,0.489795918,0.384615385,10,0.631349782,0,0.87,sun,sun,2013,3,4,0,0,0,Spring,N,1,1
05-03-2013,0.378688525,0.428571429,0.21978022,300,0.328011611,0,0.13,rain,rain,2013,3,5,0,1,0,Spring,NW,1,3
06-03-2013,0.324590164,0.428571429,0.406593407,216,0.798258345,0.212880143,0.33,rain,snow,2013,3,6,0,2,0,Spring,SW,1,6
07-03-2013,0.406557377,0.979591837,0.230769231,288,0.605224964,0.132379249,0.57,rain,rain,2013,3,7,0,3,0,Spring,W,1,7
08-03-2013,0.352459016,0.836734694,0.241758242,101,0.743105951,0,0.75,drizzle,drizzle,2013,3,8,0,4,0,Spring,E,1,0
09-03-2013,0.352459016,0.102040816,0.098901099,266,0.589259797,0,0.21,fog,fog,2013,3,9,0,5,1,Spring,W,1,7
10-03-2013,0.316393443,0.285714286,0.131868132,213,0.54862119,0.01431127,0.69,rain,rain,2013,3,10,0,6,1,Spring,SW,1,6
11-03-2013,0.398360656,0.857142857,0.076923077,178,0.606676343,0.023255814,0.35,rain,snow,2013,3,11,0,0,0,Spring,S,1,4
12-03-2013,0.498360656,0.734693878,0.582417582,87,0.471698113,0.035778175,0.44,rain,rain,2013,3,12,0,1,0,Spring,E,1,0
13-03-2013,0.470491803,0.653061224,0.362637363,40,0.256894049,0.041144902,0.35,rain,rain,2013,3,13,0,2,0,Spring,NE,1,2
14-03-2013,0.470491803,0.142857143,0.285714286,75,0.557329463,0.050089445,0.21,rain,rain,2013,3,14,0,3,0,Spring,E,1,0
15-03-2013,0.506557377,0.87755102,0.428571429,45,0.381712627,0,0.77,rain,rain,2013,3,15,0,4,0,Spring,NE,1,2
16-03-2013,0.370491803,0.87755102,0.659340659,159,0.332365747,0.076923077,0.79,rain,rain,2013,3,16,0,5,1,Spring,S,1,4
17-03-2013,0.33442623,0.081632653,0.626373626,79,0.58490566,0,0.6,sun,sun,2013,3,17,0,6,1,Spring,E,1,0
18-03-2013,0.380327869,0.775510204,0.604395604,309,0.45137881,0,0.99,rain,rain,2013,3,18,0,0,0,Spring,NW,1,3
19-03-2013,0.362295082,0.06122449,0.32967033,85,0.641509434,0.209302326,0.55,rain,rain,2013,3,19,0,1,0,Spring,E,1,0
20-03-2013,0.378688525,0.102040816,0.791208791,91,0.377358491,0.177101968,0.88,rain,drizzle,2013,3,20,0,2,0,Spring,E,1,0
21-03-2013,0.324590164,0.897959184,0.494505495,147,0.423802612,0.14490161,0.95,snow,snow,2013,3,21,0,3,0,Spring,SE,1,5
22-03-2013,0.28852459,0.632653061,0.197802198,160,0.65892598,0,0.32,sun,sun,2013,3,22,0,4,0,Spring,S,1,4
23-03-2013,0.306557377,0.591836735,0.241758242,201,0.532656023,0,0.44,sun,fog,2013,3,23,0,5,1,Spring,S,1,4
24-03-2013,0.33442623,0.93877551,0.186813187,241,0.277213353,0,0.35,sun,drizzle,2013,3,24,0,6,1,Spring,SW,1,6
25-03-2013,0.470491803,0.693877551,0.263736264,352,0.529753266,0,0.19,sun,sun,2013,3,25,0,0,0,Spring,N,1,1
26-03-2013,0.498360656,0.795918367,0.142857143,1,0.70682148,0,0.17,sun,snow,2013,3,26,0,1,0,Spring,N,1,1
27-03-2013,0.460655738,0.306122449,0.131868132,224,0.422351234,0.005366726,0.37,rain,rain,2013,3,27,0,2,0,Spring,SW,1,6
28-03-2013,0.524590164,0.244897959,0.098901099,288,0.579100145,0.035778175,0.66,rain,rain,2013,3,28,0,3,0,Spring,W,1,7
29-03-2013,0.552459016,1,0.230769231,232,0.368650218,0,0.22,rain,snow,2013,3,29,0,4,0,Spring,SW,1,6
30-03-2013,0.544262295,0.836734694,0.43956044,76,0.471698113,0,0.95,drizzle,drizzle,2013,3,30,0,5,1,Spring,E,1,0
31-03-2013,0.572131148,0.591836735,0.274725275,115,0.650217707,0,0.15,sun,drizzle,2013,3,31,0,6,1,Spring,SE,1,5
01-04-2013,0.542622951,0.367346939,0.351648352,153,0.52394775,0,0.58,sun,sun,2013,4,1,0,0,0,Spring,SE,1,5
02-04-2013,0.498360656,0.326530612,0.197802198,102,0.679245283,0,0.68,sun,sun,2013,4,2,0,1,0,Spring,E,1,0
03-04-2013,0.526229508,0.367346939,0.131868132,193,0.554426705,0,0.67,sun,sun,2013,4,3,0,2,0,Spring,S,1,4
04-04-2013,0.524590164,0.551020408,0.285714286,165,0.814223512,0.150268336,0.2,rain,rain,2013,4,4,0,3,0,Spring,S,1,4
05-04-2013,0.516393443,0.510204082,0.571428571,358,0.265602322,0.330948122,0.77,rain,rain,2013,4,5,0,4,0,Spring,N,1,1
06-04-2013,0.442622951,0.734693878,0.505494505,89,0.460087083,0.227191413,0.94,rain,rain,2013,4,6,0,5,1,Spring,E,1,0
07-04-2013,0.342622951,0.510204082,0.384615385,173,0.335268505,0.699463327,0.77,rain,rain,2013,4,7,0,6,1,Spring,S,1,4
08-04-2013,0.442622951,0.448979592,0.296703297,121,0.343976778,0.01431127,0.69,rain,rain,2013,4,8,0,0,0,Spring,SE,1,5
09-04-2013,0.424590164,0.163265306,0.21978022,142,0.345428157,0,0.11,sun,sun,2013,4,9,0,1,0,Spring,SE,1,5
10-04-2013,0.516393443,0.224489796,0.659340659,105,0.516690856,0.168157424,0.15,rain,snow,2013,4,10,0,2,0,Spring,E,1,0
11-04-2013,0.43442623,0,0.373626374,304,0.525399129,0.026833631,0.8,rain,rain,2013,4,11,0,3,0,Spring,NW,1,3
12-04-2013,0.324590164,0,0.461538462,359,0.554426705,0.17352415,0.86,rain,rain,2013,4,12,0,4,0,Spring,N,1,1
13-04-2013,0.352459016,0.93877551,0.582417582,316,0.32946299,0.168157424,0.13,rain,rain,2013,4,13,0,5,1,Spring,NW,1,3
14-04-2013,0.406557377,0.673469388,0.208791209,122,0.445573295,0.103756708,0.6,rain,rain,2013,4,14,0,6,1,Spring,SE,1,5
15-04-2013,0.424590164,0.632653061,0.21978022,8,0.352685051,0,0.7,fog,fog,2013,4,15,0,0,0,Spring,N,1,1
16-04-2013,0.406557377,0.959183673,0.241758242,261,0.628447025,0.005366726,0.45,rain,rain,2013,4,16,0,1,0,Spring,W,1,7
17-04-2013,0.43442623,0.489795918,0.318681319,72,0.36574746,0,0.31,drizzle,drizzle,2013,4,17,0,2,0,Spring,E,1,0
18-04-2013,0.426229508,0.795918367,0.395604396,358,0.461538462,0.094812165,0.14,rain,rain,2013,4,18,0,3,0,Spring,N,1,1
19-04-2013,0.496721311,0.897959184,0.494505495,222,0.57329463,0.368515206,0.43,rain,rain,2013,4,19,0,4,0,Spring,SW,1,6
20-04-2013,0.48852459,0,0.593406593,40,0.40203193,0,0.16,sun,sun,2013,4,20,0,5,1,Spring,NE,1,2
21-04-2013,0.43442623,0.306122449,0.406593407,203,0.592162554,0.059033989,0.4,rain,rain,2013,4,21,0,6,1,Spring,SW,1,6
22-04-2013,0.470491803,0.775510204,0.428571429,263,0.724238026,0,0.53,sun,sun,2013,4,22,0,0,0,Spring,W,1,7
23-04-2013,0.480327869,0.081632653,0.263736264,327,0.519593614,0,0.43,sun,sun,2013,4,23,0,1,0,Spring,NW,1,3
24-04-2013,0.570491803,0.428571429,0.285714286,177,0.622641509,0,0.97,sun,sun,2013,4,24,0,2,0,Spring,S,1,4
25-04-2013,0.590163934,0.571428571,0.076923077,347,0.191582003,0,0.04,sun,snow,2013,4,25,0,3,0,Spring,N,1,1
26-04-2013,0.598360656,0.040816327,0.197802198,317,0.429608128,0,0.26,fog,fog,2013,4,26,0,4,0,Spring,NW,1,3
27-04-2013,0.526229508,0.224489796,0.604395604,83,0.518142235,0,0.86,sun,fog,2013,4,27,0,5,1,Spring,E,1,0
28-04-2013,0.524590164,0.510204082,0.527472527,317,0.339622642,0.017889088,0.77,rain,rain,2013,4,28,0,6,1,Spring,NW,1,3
29-04-2013,0.462295082,0.306122449,0.417582418,110,0.522496372,0.067978533,0.78,rain,rain,2013,4,29,0,0,0,Spring,E,1,0
30-04-2013,0.406557377,0.734693878,0.21978022,250,0.64586357,0,0.42,sun,sun,2013,4,30,0,1,0,Spring,W,1,7
01-05-2013,0.478688525,0.428571429,0.296703297,6,0.2191582,0,0.96,sun,sun,2013,5,1,0,2,0,Spring,N,1,1
02-05-2013,0.572131148,0.571428571,0.395604396,83,0.319303338,0,0.3,sun,sun,2013,5,2,0,3,0,Spring,E,1,0
03-05-2013,0.63442623,0.265306122,0.494505495,207,0.518142235,0,0.98,sun,sun,2013,5,3,0,4,0,Spring,SW,1,6
04-05-2013,0.716393443,0.551020408,0.67032967,313,0.558780842,0,0.16,sun,sun,2013,5,4,0,5,1,Spring,NW,1,3
05-05-2013,0.790163934,0.081632653,0.538461538,21,0.599419448,0,0.91,sun,sun,2013,5,5,0,6,1,Spring,N,1,1
06-05-2013,0.826229508,0.93877551,0.175824176,2,0.507982583,0,0.82,sun,sun,2013,5,6,0,0,0,Spring,N,1,1
07-05-2013,0.644262295,0.979591837,0.318681319,126,0.558780842,0,0.53,sun,sun,2013,5,7,0,1,0,Spring,SE,1,5
08-05-2013,0.624590164,0.591836735,0.164835165,296,0.622641509,0,0.61,sun,sun,2013,5,8,0,2,0,Spring,NW,1,3
09-05-2013,0.662295082,0.918367347,0.098901099,187,0.432510885,0,0.86,sun,sun,2013,5,9,0,3,0,Spring,S,1,4
10-05-2013,0.706557377,0.081632653,0.065934066,13,0.403483309,0,0.31,sun,sun,2013,5,10,0,4,0,Spring,N,1,1
11-05-2013,0.770491803,0.224489796,0.241758242,11,0.467343977,0,0.39,sun,rain,2013,5,11,0,5,1,Spring,N,1,1
12-05-2013,0.708196721,0.306122449,0.384615385,86,0.521044993,0.118067979,0.12,rain,rain,2013,5,12,0,6,1,Spring,E,1,0
13-05-2013,0.58852459,0.510204082,0.505494505,11,0.396226415,0.059033989,0.83,rain,rain,2013,5,13,0,0,0,Spring,N,1,1
14-05-2013,0.552459016,0.510204082,0.21978022,24,0.435413643,0,0.34,sun,sun,2013,5,14,0,1,0,Spring,NE,1,2
15-05-2013,0.552459016,0.959183673,0.208791209,300,0.550072569,0.017889088,0.04,rain,rain,2013,5,15,0,2,0,Spring,NW,1,3
16-05-2013,0.680327869,0.408163265,0.252747253,242,0.515239478,0,0.72,fog,fog,2013,5,16,0,3,0,Spring,SW,1,6
17-05-2013,0.598360656,0.775510204,0.362637363,121,0.464441219,0.008944544,0.28,rain,rain,2013,5,17,0,4,0,Spring,SE,1,5
18-05-2013,0.580327869,0.714285714,0.274725275,146,0.239477504,0,0.69,sun,sun,2013,5,18,0,5,1,Spring,SE,1,5
19-05-2013,0.598360656,0.653061224,0.208791209,54,0.492017417,0,0.24,sun,sun,2013,5,19,0,6,1,Spring,NE,1,2
20-05-2013,0.596721311,0.591836735,0.153846154,237,0.351233672,0,0.94,sun,drizzle,2013,5,20,0,0,0,Spring,SW,1,6
21-05-2013,0.516393443,0.734693878,0.483516484,355,0.63425254,0.245080501,0.21,rain,rain,2013,5,21,0,1,0,Spring,N,1,1
22-05-2013,0.424590164,0.448979592,0.285714286,172,0.447024673,0.245080501,0.65,rain,rain,2013,5,22,0,2,0,Spring,S,1,4
23-05-2013,0.43442623,0.183673469,0.164835165,220,0.346879536,0.073345259,0.44,rain,rain,2013,5,23,0,3,0,Spring,SW,1,6
24-05-2013,0.544262295,0.081632653,0.252747253,118,0.483309144,0.005366726,0.68,rain,rain,2013,5,24,0,4,0,Spring,SE,1,5
25-05-2013,0.580327869,0.714285714,0.252747253,308,0.676342525,0,0.9,sun,sun,2013,5,25,0,5,1,Spring,NW,1,3
26-05-2013,0.598360656,0.673469388,0.197802198,182,0.583454282,0.026833631,0.88,rain,rain,2013,5,26,0,6,1,Spring,S,1,4
27-05-2013,0.580327869,0.612244898,0.296703297,287,0.52394775,0.17352415,0.71,rain,rain,2013,5,27,0,0,0,Spring,W,1,7
28-05-2013,0.598360656,0.183673469,0.263736264,306,0.298984035,0.008944544,0,rain,rain,2013,5,28,0,1,0,Spring,NW,1,3
29-05-2013,0.542622951,0.367346939,0.395604396,299,0.727140784,0.100178891,0.83,rain,rain,2013,5,29,0,2,0,Spring,NW,1,3
30-05-2013,0.552459016,0.632653061,0.538461538,81,0.40203193,0,0.43,sun,sun,2013,5,30,0,3,0,Spring,E,1,0
31-05-2013,0.624590164,0,0.230769231,210,0.626995646,0,0.86,sun,sun,2013,5,31,0,4,0,Spring,SW,1,6
01-06-2013,0.698360656,0.081632653,0.230769231,149,0.444121916,0,0.95,sun,drizzle,2013,6,1,0,5,1,Summer,SE,2,5
02-06-2013,0.662295082,0.897959184,0.296703297,36,0.613933237,0.017889088,0.74,rain,rain,2013,6,2,0,6,1,Summer,NE,2,2
03-06-2013,0.670491803,0.06122449,0.274725275,351,0.682148041,0,0.38,sun,drizzle,2013,6,3,0,0,0,Summer,N,2,1
04-06-2013,0.752459016,0.306122449,0.32967033,311,0.586357039,0,0.53,sun,sun,2013,6,4,0,1,0,Summer,NW,2,3
05-06-2013,0.798360656,0.469387755,0.296703297,360,0.602322206,0,0.87,sun,sun,2013,6,5,0,2,0,Summer,N,2,1
06-06-2013,0.762295082,0.306122449,0.230769231,58,0.477503628,0,0.74,sun,sun,2013,6,6,0,3,0,Summer,NE,2,2
07-06-2013,0.698360656,0.020408163,0.307692308,130,0.429608128,0,0.28,sun,sun,2013,6,7,0,4,0,Summer,SE,2,5
08-06-2013,0.672131148,0.979591837,0.296703297,201,0.51233672,0,0.53,sun,sun,2013,6,8,0,5,1,Summer,S,2,4
09-06-2013,0.644262295,0.551020408,0.362637363,242,0.442670537,0,0.89,sun,sun,2013,6,9,0,6,1,Summer,SW,2,6
10-06-2013,0.672131148,0.632653061,0.307692308,34,0.850507983,0,0.15,sun,sun,2013,6,10,0,0,0,Summer,NE,2,2
11-06-2013,0.616393443,0.530612245,0.582417582,92,0.348330914,0,0.98,sun,sun,2013,6,11,0,1,0,Summer,E,2,0
12-06-2013,0.654098361,0.387755102,0.417582418,206,0.637155298,0.005366726,0.19,rain,rain,2013,6,12,0,2,0,Summer,SW,2,6
13-06-2013,0.662295082,0.469387755,0.241758242,352,0.567489115,0,0.45,sun,sun,2013,6,13,0,3,0,Summer,N,2,1
14-06-2013,0.652459016,0.224489796,0.362637363,331,0.525399129,0,0.66,sun,snow,2013,6,14,0,4,0,Summer,NW,2,3
15-06-2013,0.708196721,1,0.274725275,304,0.70682148,0,0.64,sun,sun,2013,6,15,0,5,1,Summer,NW,2,3
16-06-2013,0.726229508,0.693877551,0.32967033,349,0.535558781,0,0.57,sun,sun,2013,6,16,0,6,1,Summer,N,2,1
17-06-2013,0.772131148,0.653061224,0.285714286,212,0.400580552,0,0.52,sun,snow,2013,6,17,0,0,0,Summer,SW,2,6
18-06-2013,0.724590164,0.653061224,0.32967033,158,0.534107402,0.005366726,0,rain,rain,2013,6,18,0,1,0,Summer,S,2,4
19-06-2013,0.662295082,0.857142857,0.362637363,23,0.465892598,0,0.8,sun,fog,2013,6,19,0,2,0,Summer,NE,2,2
20-06-2013,0.616393443,0.734693878,0.505494505,292,0.564586357,0.053667263,0.65,rain,rain,2013,6,20,0,3,0,Summer,W,2,7
21-06-2013,0.662295082,0.224489796,0.120879121,3,0.6095791,0.005366726,0.28,rain,rain,2013,6,21,0,4,0,Summer,N,2,1
22-06-2013,0.736065574,0.040816327,0.142857143,219,0.367198839,0,0.83,sun,sun,2013,6,22,0,5,1,Summer,SW,2,6
23-06-2013,0.73442623,0,0.186813187,19,0.666182874,0.141323792,0.69,rain,rain,2013,6,23,0,6,1,Summer,N,2,1
24-06-2013,0.698360656,0.653061224,0.362637363,151,0.455732946,0.085867621,0.07,rain,rain,2013,6,24,0,0,0,Summer,SE,2,5
25-06-2013,0.742622951,0.795918367,0.263736264,49,0.555878084,0.177101968,0.28,rain,sun,2013,6,25,0,1,0,Summer,NE,2,2
26-06-2013,0.73442623,0.183673469,0.208791209,176,0.582002903,0.035778175,0.5,rain,rain,2013,6,26,0,2,0,Summer,S,2,4
27-06-2013,0.744262295,0.857142857,0.098901099,95,0.545718433,0.064400716,0.32,rain,rain,2013,6,27,0,3,0,Summer,E,2,0
28-06-2013,0.890163934,0.87755102,0.197802198,104,0.47605225,0,0.02,sun,sun,2013,6,28,0,4,0,Summer,E,2,0
29-06-2013,0.916393443,0.571428571,0.142857143,249,0.420899855,0,0.59,sun,sun,2013,6,29,0,5,1,Summer,W,2,7
30-06-2013,0.962295082,0.244897959,0.230769231,116,0.452830189,0,0.34,sun,sun,2013,6,30,0,6,1,Summer,SE,2,5
01-07-2013,0.944262295,0.224489796,0.208791209,353,0.71988389,0,0.68,sun,sun,2013,7,1,0,0,0,Summer,N,2,1
02-07-2013,0.844262295,0.612244898,0.285714286,227,0.36574746,0,0.9,sun,sun,2013,7,2,0,1,0,Summer,SW,2,6
03-07-2013,0.826229508,0.918367347,0.307692308,65,0.387518142,0,0.75,sun,sun,2013,7,3,0,2,0,Summer,NE,2,2
04-07-2013,0.708196721,0.020408163,0.197802198,334,0.381712627,0,0.83,fog,fog,2013,7,4,0,3,0,Summer,NW,2,3
05-07-2013,0.73442623,1,0.241758242,261,0.51233672,0,0.19,sun,sun,2013,7,5,0,4,0,Summer,W,2,7
06-07-2013,0.770491803,0.693877551,0.197802198,294,0.271407837,0,0.72,sun,sun,2013,7,6,0,5,1,Summer,NW,2,3
07-07-2013,0.744262295,0.448979592,0.274725275,242,0.296081277,0,0.38,sun,sun,2013,7,7,0,6,1,Summer,SW,2,6
08-07-2013,0.780327869,0.326530612,0.263736264,185,0.454281567,0,0.03,sun,sun,2013,7,8,0,0,0,Summer,S,2,4
09-07-2013,0.862295082,0.510204082,0.230769231,245,0.30478955,0,0.18,sun,sun,2013,7,9,0,1,0,Summer,SW,2,6
10-07-2013,0.716393443,0.142857143,0.241758242,124,0.316400581,0,0.9,sun,sun,2013,7,10,0,2,0,Summer,SE,2,5
11-07-2013,0.698360656,0.571428571,0.285714286,267,0.306240929,0,0.44,sun,snow,2013,7,11,0,3,0,Summer,W,2,7
12-07-2013,0.660655738,0.510204082,0.197802198,130,0.368650218,0,0.42,sun,sun,2013,7,12,0,4,0,Summer,SE,2,5
13-07-2013,0.73442623,0.183673469,0.296703297,236,0.59796807,0,0.12,sun,drizzle,2013,7,13,0,5,1,Summer,SW,2,6
14-07-2013,0.790163934,0.510204082,0.285714286,17,0.631349782,0,0.12,sun,rain,2013,7,14,0,6,1,Summer,N,2,1
15-07-2013,0.816393443,0.673469388,0.461538462,39,0.770682148,0,0.59,sun,sun,2013,7,15,0,0,0,Summer,NE,2,2
16-07-2013,0.93442623,0.816326531,0.406593407,20,0.764876633,0,0.56,sun,snow,2013,7,16,0,1,0,Summer,N,2,1
17-07-2013,0.73442623,0.12244898,0.362637363,224,0.606676343,0,0.85,sun,sun,2013,7,17,0,2,0,Summer,SW,2,6
18-07-2013,0.780327869,0.06122449,0.175824176,354,0.641509434,0,0.91,sun,sun,2013,7,18,0,3,0,Summer,N,2,1
19-07-2013,0.798360656,1,0.164835165,281,0.510885341,0,0.51,sun,sun,2013,7,19,0,4,0,Summer,W,2,7
20-07-2013,0.752459016,0.897959184,0.175824176,7,0.567489115,0,0.52,sun,sun,2013,7,20,0,5,1,Summer,N,2,1
21-07-2013,0.726229508,0.204081633,0.208791209,99,0.773584906,0,0.85,sun,sun,2013,7,21,0,6,1,Summer,E,2,0
22-07-2013,0.770491803,0.571428571,0.21978022,239,0.545718433,0,0.42,fog,fog,2013,7,22,0,0,0,Summer,SW,2,6
23-07-2013,0.862295082,0.714285714,0.285714286,86,0.65892598,0,0.82,sun,sun,2013,7,23,0,1,0,Summer,E,2,0
24-07-2013,0.870491803,0.489795918,0.230769231,297,0.357039187,0,0.71,sun,sun,2013,7,24,0,2,0,Summer,NW,2,3
25-07-2013,0.844262295,0.408163265,0.208791209,13,0.394775036,0,0.71,sun,sun,2013,7,25,0,3,0,Summer,N,2,1
26-07-2013,0.870491803,0.714285714,0.274725275,333,0.53701016,0,0.41,sun,rain,2013,7,26,0,4,0,Summer,NW,2,3
27-07-2013,0.754098361,0.183673469,0.241758242,1,0.513788099,0,0.89,sun,fog,2013,7,27,0,5,1,Summer,N,2,1
28-07-2013,0.670491803,0.734693878,0.32967033,292,0.40203193,0,0.25,fog,fog,2013,7,28,0,6,1,Summer,W,2,7
29-07-2013,0.752459016,0.163265306,0.10989011,324,0.84179971,0,0.22,sun,sun,2013,7,29,0,0,0,Summer,NW,2,3
30-07-2013,0.752459016,0.469387755,0.263736264,40,0.516690856,0,0.42,sun,sun,2013,7,30,0,1,0,Summer,NE,2,2
31-07-2013,0.698360656,0.693877551,0.153846154,317,0.428156749,0,0.76,sun,rain,2013,7,31,0,2,0,Summer,NW,2,3
01-08-2013,0.680327869,0.979591837,0.384615385,315,0.513788099,0,0.27,sun,sun,2013,8,1,0,3,0,Summer,NW,2,3
02-08-2013,0.652459016,0.693877551,0.175824176,110,0.496371553,0.035778175,0.08,rain,rain,2013,8,2,0,4,0,Summer,E,2,0
03-08-2013,0.790163934,0.959183673,0.21978022,13,0.519593614,0,0.19,fog,fog,2013,8,3,0,5,1,Summer,N,2,1
04-08-2013,0.844262295,0.714285714,0.32967033,230,0.261248186,0,0.55,sun,sun,2013,8,4,0,6,1,Summer,SW,2,6
05-08-2013,0.862295082,0.346938776,0.186813187,83,0.679245283,0,0.82,sun,fog,2013,8,5,0,0,0,Summer,E,2,0
06-08-2013,0.854098361,0.979591837,0.10989011,129,0.687953556,0,0.38,sun,drizzle,2013,8,6,0,1,0,Summer,SE,2,5
07-08-2013,0.862295082,0.775510204,0.164835165,230,0.705370102,0,0.5,sun,sun,2013,8,7,0,2,0,Summer,SW,2,6
08-08-2013,0.824590164,0.632653061,0.230769231,325,0.539912917,0,0.11,sun,sun,2013,8,8,0,3,0,Summer,NW,2,3
09-08-2013,0.824590164,0.469387755,0.186813187,144,0.587808418,0,0.78,sun,drizzle,2013,8,9,0,4,0,Summer,SE,2,5
10-08-2013,0.790163934,0.448979592,0.274725275,344,0.36574746,0.041144902,0.94,rain,rain,2013,8,10,0,5,1,Summer,N,2,1
